text,label
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
ग्राहक सेवा केंद्र: 1800-112-2334 / care@patanjali.com,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
Customer Support: Toll Free 1800-102-3456 or write to support@britannia.in,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
"In case of complaints contact Consumer Care Officer, Tel: 011-23456789",consumer_care
Helpline: 1800-200-9999 / customercare@dabur.com,consumer_care
Consumer Care Executive: 1800-112-2334 or email care@amul.co.in,consumer_care
For Feedback/Complaint Contact: Customer Care Cell 1800-425-1111 / care@nestle.com,consumer_care
FSSAI Lic. No. 10014011001894,other
ठंडे एवं सूखे स्थान पर रखें।,other
FSSAI Lic. No. 10014011001894,other
Recycle symbol - 100% recyclable packaging.,other
Recycle symbol - 100% recyclable packaging.,other
FSSAI Lic. No. 10014011001894,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Keep container tightly closed after use.,other
FSSAI Lic. No. 10014011001894,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
Store in a cool and dry place away from direct sunlight.,other
ठंडे एवं सूखे स्थान पर रखें।,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Keep container tightly closed after use.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Recycle symbol - 100% recyclable packaging.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
FSSAI Lic. No. 10014011001894,other
Store in a cool and dry place away from direct sunlight.,other
Keep container tightly closed after use.,other
Keep container tightly closed after use.,other
FSSAI Lic. No. 10014011001894,other
Keep container tightly closed after use.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Keep container tightly closed after use.,other
Recycle symbol - 100% recyclable packaging.,other
Keep container tightly closed after use.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
ठंडे एवं सूखे स्थान पर रखें।,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Recycle symbol - 100% recyclable packaging.,other
Keep container tightly closed after use.,other
ठंडे एवं सूखे स्थान पर रखें।,other
Keep container tightly closed after use.,other
Recycle symbol - 100% recyclable packaging.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
FSSAI Lic. No. 10014011001894,other
ठंडे एवं सूखे स्थान पर रखें।,other
Recycle symbol - 100% recyclable packaging.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
Keep container tightly closed after use.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
Store in a cool and dry place away from direct sunlight.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Keep container tightly closed after use.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
Keep container tightly closed after use.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
ठंडे एवं सूखे स्थान पर रखें।,other
Recycle symbol - 100% recyclable packaging.,other
Keep container tightly closed after use.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Recycle symbol - 100% recyclable packaging.,other
ठंडे एवं सूखे स्थान पर रखें।,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Store in a cool and dry place away from direct sunlight.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
FSSAI Lic. No. 10014011001894,other
ठंडे एवं सूखे स्थान पर रखें।,other
ठंडे एवं सूखे स्थान पर रखें।,other
Keep container tightly closed after use.,other
ठंडे एवं सूखे स्थान पर रखें।,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
ठंडे एवं सूखे स्थान पर रखें।,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
ठंडे एवं सूखे स्थान पर रखें।,other
Store in a cool and dry place away from direct sunlight.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
FSSAI Lic. No. 10014011001894,other
FSSAI Lic. No. 10014011001894,other
Store in a cool and dry place away from direct sunlight.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
ठंडे एवं सूखे स्थान पर रखें।,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
Recycle symbol - 100% recyclable packaging.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
Keep container tightly closed after use.,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
FSSAI Lic. No. 10014011001894,other
Keep container tightly closed after use.,other
Keep container tightly closed after use.,other
Keep container tightly closed after use.,other
ठंडे एवं सूखे स्थान पर रखें।,other
FSSAI Lic. No. 10014011001894,other
"Nutritional Information per 100g: Energy 450 kcal, Protein 6.5g, Carbohydrate 68g.",other
FSSAI Lic. No. 10014011001894,other
ठंडे एवं सूखे स्थान पर रखें।,other
Store in a cool and dry place away from direct sunlight.,other
"Ingredients: Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Salt.",other
FSSAI Lic. No. 10014011001894,other
Store in a cool and dry place away from direct sunlight.,other
Store in a cool and dry place away from direct sunlight.,other
Keep container tightly closed after use.,other
ठंडे एवं सूखे स्थान पर रखें।,other
